count,age,sex,race,intent,year
46,37,M,White,Homicide,2012
18,45,M,Black,Suicide,2013
1,71,M,Asian/Pacific Islander,Suicide,2012
8,9,M,White,Homicide,2013
5,84,M,White,Homicide,2014
3,5,F,Hispanic,Homicide,2014
5,14,M,Hispanic,Homicide,2014
1,95,M,Native American/Native Alaskan,Suicide,2013
43,38,M,White,Homicide,2012
14,46,M,Black,Suicide,2013
22,47,F,White,Homicide,2012
7,51,M,Asian/Pacific Islander,Suicide,2014
4,72,M,Asian/Pacific Islander,Suicide,2012
5,10,M,White,Homicide,2013
3,1,F,White,Homicide,2013
1,83,M,White,Homicide,2014
1,92,F,White,Homicide,2014
1,88,M,Hispanic,Homicide,2013
3,6,F,Hispanic,Homicide,2014
2,13,M,Hispanic,Homicide,2014
1,11,M,Black,Accidental,2014
1,4,F,Black,Accidental,2014
3,0,F,White,Homicide,2013
16,46,F,White,Homicide,2012
2,38,F,Black,Suicide,2013
2,50,M,Asian/Pacific Islander,Suicide,2014
37,39,M,White,Homicide,2012
14,47,M,Black,Suicide,2013
20,49,F,White,Homicide,2012
1,86,M,White,Homicide,2014
1,93,F,White,Homicide,2014
32,16,M,Hispanic,Homicide,2014
2,4,F,White,Homicide,2013
3,11,M,White,Homicide,2013
1,89,M,Hispanic,Homicide,2013
1,21,M,Asian/Pacific Islander,Accidental,2013
1,1,F,Black,Accidental,2014
3,41,F,Black,Suicide,2013
1,0,F,Black,Accidental,2014
2,53,M,Asian/Pacific Islander,Suicide,2014
48,40,M,White,Homicide,2012
15,48,M,Black,Suicide,2013
14,49,M,Black,Suicide,2013
17,15,M,Hispanic,Homicide,2014
1,11,F,Black,Suicide,2012
1,3,F,White,Homicide,2013
4,12,M,White,Homicide,2013
1,74,M,Asian/Pacific Islander,Suicide,2012
52,41,M,White,Homicide,2012
19,48,F,White,Homicide,2012
3,40,F,Black,Suicide,2013
1,52,M,Asian/Pacific Islander,Suicide,2014
29,58,M,White,Homicide,2012
18,50,M,Black,Suicide,2013
15,51,F,White,Homicide,2012
1,59,F,Black,Suicide,2013
4,47,M,Asian/Pacific Islander,Suicide,2014
1,24,M,Native American/Native Alaskan,Undetermined,2012
1,81,M,Black,Accidental,2013
7,26,M,Native American/Native Alaskan,Suicide,2014
1,40,M,Asian/Pacific Islander,Accidental,2012
3,24,M,Black,Accidental,2014
3,19,M,Black,Undetermined,2014
22,29,M,Black,Suicide,2012
4,22,F,Black,Suicide,2012
61,21,M,White,Homicide,2013
20,30,F,White,Homicide,2013
5,80,M,White,Homicide,2014
9,71,F,White,Homicide,2014
1,68,F,Hispanic,Homicide,2013
73,18,M,Hispanic,Homicide,2014
3,25,F,Hispanic,Homicide,2014
12,50,F,White,Homicide,2012
4,58,F,Black,Suicide,2013
2,46,M,Asian/Pacific Islander,Suicide,2014
23,59,M,White,Homicide,2012
15,51,M,Black,Suicide,2013
1,101,F,Black,Suicide,2014
1,68,M,Native American/Native Alaskan,Suicide,2013
2,25,M,Native American/Native Alaskan,Suicide,2014
5,23,M,Black,Accidental,2014
2,20,M,Black,Undetermined,2014
24,30,M,Black,Suicide,2012
4,21,F,Black,Suicide,2012
57,22,M,White,Homicide,2013
10,29,F,White,Homicide,2013
3,72,F,White,Homicide,2014
2,79,M,White,Homicide,2014
2,67,F,Hispanic,Homicide,2013
36,17,M,Hispanic,Homicide,2014
8,26,F,Hispanic,Homicide,2014
29,60,M,White,Homicide,2012
16,52,M,Black,Suicide,2013
2,40,F,Asian/Pacific Islander,Suicide,2014
18,53,F,White,Homicide,2012
18,33,F,White,Homicide,2013
1,22,M,Native American/Native Alaskan,Undetermined,2012
2,82,M,White,Homicide,2014
1,19,F,Native American/Native Alaskan,Suicide,2014
6,28,M,Native American/Native Alaskan,Suicide,2014
1,69,M,Native American/Native Alaskan,Suicide,2013
1,17,M,Black,Undetermined,2014
8,73,F,White,Homicide,2014
6,22,M,Black,Accidental,2014
75,20,M,Hispanic,Homicide,2014
9,27,F,Hispanic,Homicide,2014
24,31,M,Black,Suicide,2012
3,24,F,Black,Suicide,2012
66,23,M,White,Homicide,2013
15,32,F,White,Homicide,2013
3,49,M,Asian/Pacific Islander,Suicide,2014
1,77,M,Hispanic,Homicide,2013
1,70,F,Hispanic,Homicide,2013
15,52,F,White,Homicide,2012
1,60,F,Black,Suicide,2013
4,48,M,Asian/Pacific Islander,Suicide,2014
1,18,M,Native American/Native Alaskan,Accidental,2012
24,61,M,White,Homicide,2012
21,33,M,Black,Suicide,2012
5,53,M,Black,Suicide,2013
2,81,M,White,Homicide,2014
6,27,M,Native American/Native Alaskan,Suicide,2014
1,70,M,Native American/Native Alaskan,Suicide,2013
1,39,M,Asian/Pacific Islander,Accidental,2012
2,41,F,Asian/Pacific Islander,Suicide,2014
1,18,M,Black,Undetermined,2014
5,21,M,Black,Accidental,2014
5,74,F,White,Homicide,2014
4,28,F,Hispanic,Homicide,2014
77,19,M,Hispanic,Homicide,2014
20,32,M,Black,Suicide,2012
6,23,F,Black,Suicide,2012
56,24,M,White,Homicide,2013
17,31,F,White,Homicide,2013
2,78,M,Hispanic,Homicide,2013
2,69,F,Hispanic,Homicide,2013
28,62,M,White,Homicide,2012
12,54,M,Black,Suicide,2013
16,55,F,White,Homicide,2012
2,63,F,Black,Suicide,2013
5,43,M,Asian/Pacific Islander,Suicide,2014
2,30,M,Native American/Native Alaskan,Suicide,2014
2,21,F,Native American/Native Alaskan,Suicide,2014
6,20,M,Black,Accidental,2014
1,23,M,Black,Undetermined,2014
35,25,M,Black,Suicide,2012
1,18,F,Black,Suicide,2012
22,17,M,White,Homicide,2013
9,26,F,White,Homicide,2013
5,76,M,White,Homicide,2014
6,67,F,White,Homicide,2014
2,79,M,Hispanic,Homicide,2013
1,72,F,Hispanic,Homicide,2013
90,22,M,Hispanic,Homicide,2014
4,29,F,Hispanic,Homicide,2014
14,54,F,White,Homicide,2012
1,62,F,Black,Suicide,2013
3,42,M,Asian/Pacific Islander,Suicide,2014
14,63,M,White,Homicide,2012
18,55,M,Black,Suicide,2013
4,29,M,Native American/Native Alaskan,Suicide,2014
1,22,F,Native American/Native Alaskan,Suicide,2014
1,37,M,Asian/Pacific Islander,Accidental,2012
4,19,M,Black,Accidental,2014
2,17,F,Black,Suicide,2012
26,26,M,Black,Suicide,2012
24,18,M,White,Homicide,2013
12,25,F,White,Homicide,2013
9,75,M,White,Homicide,2014
10,68,F,White,Homicide,2014
65,21,M,Hispanic,Homicide,2014
6,30,F,Hispanic,Homicide,2014
7,45,M,Asian/Pacific Islander,Suicide,2014
1,73,M,Native American/Native Alaskan,Suicide,2013
16,64,M,White,Homicide,2012
6,56,M,Black,Suicide,2013
1,36,F,Asian/Pacific Islander,Suicide,2014
10,57,F,White,Homicide,2012
3,32,M,Native American/Native Alaskan,Suicide,2014
1,74,F,Hispanic,Homicide,2013
2,21,M,Black,Undetermined,2014
1,33,M,Native American/Native Alaskan,Suicide,2014
1,75,M,Black,Accidental,2013
8,18,M,Black,Accidental,2014
14,65,M,White,Homicide,2012
2,78,M,White,Homicide,2014
3,69,F,White,Homicide,2014
64,24,M,Hispanic,Homicide,2014
4,31,F,Hispanic,Homicide,2014
32,27,M,Black,Suicide,2012
4,20,F,Black,Suicide,2012
43,19,M,White,Homicide,2013
7,28,F,White,Homicide,2013
1,26,F,Native American/Native Alaskan,Undetermined,2012
7,33,F,Hispanic,Homicide,2014
14,56,F,White,Homicide,2012
3,64,F,Black,Suicide,2013
1,44,M,Asian/Pacific Islander,Suicide,2014
9,57,M,Black,Suicide,2013
5,31,M,Native American/Native Alaskan,Suicide,2014
2,22,M,Black,Undetermined,2014
5,17,M,Black,Accidental,2014
1,26,F,Black,Accidental,2014
12,66,M,White,Homicide,2012
3,65,F,Black,Suicide,2013
3,77,M,White,Homicide,2014
2,70,F,White,Homicide,2014
82,23,M,Hispanic,Homicide,2014
3,32,F,Hispanic,Homicide,2014
27,28,M,Black,Suicide,2012
1,19,F,Black,Suicide,2012
51,20,M,White,Homicide,2013
13,27,F,White,Homicide,2013
6,33,M,Black,Accidental,2014
4,18,M,Native American/Native Alaskan,Suicide,2014
63,50,M,White,Homicide,2012
11,58,M,Black,Suicide,2013
1,46,F,Asian/Pacific Islander,Suicide,2014
10,59,F,White,Homicide,2012
2,51,F,Black,Suicide,2013
6,39,M,Asian/Pacific Islander,Suicide,2014
42,21,M,Black,Suicide,2012
53,29,M,White,Homicide,2013
21,22,F,White,Homicide,2013
1,73,M,Black,Accidental,2013
1,30,F,Black,Suicide,2012
5,72,M,White,Homicide,2014
2,79,F,White,Homicide,2014
2,67,M,Hispanic,Homicide,2013
61,26,M,Hispanic,Homicide,2014
6,17,F,Hispanic,Homicide,2014
4,32,M,Black,Accidental,2014
1,27,M,Black,Undetermined,2014
1,76,M,Native American/Native Alaskan,Suicide,2013
2,17,M,Native American/Native Alaskan,Suicide,2014
1,26,F,Native American/Native Alaskan,Suicide,2014
15,58,F,White,Homicide,2012
2,50,F,Black,Suicide,2013
1,38,M,Asian/Pacific Islander,Suicide,2014
53,51,M,White,Homicide,2012
10,59,M,Black,Suicide,2013
1,47,F,Asian/Pacific Islander,Suicide,2014
38,22,M,Black,Suicide,2012
3,29,F,Black,Suicide,2012
53,30,M,White,Homicide,2013
19,21,F,White,Homicide,2013
1,84,M,Asian/Pacific Islander,Suicide,2012
8,71,M,White,Homicide,2014
5,80,F,White,Homicide,2014
2,68,M,Hispanic,Homicide,2013
1,75,F,Hispanic,Homicide,2013
64,25,M,Hispanic,Homicide,2014
7,18,F,Hispanic,Homicide,2014
1,31,M,Black,Accidental,2014
1,19,F,Black,Undetermined,2014
1,28,M,Black,Undetermined,2014
3,20,M,Native American/Native Alaskan,Suicide,2014
1,27,F,Native American/Native Alaskan,Suicide,2014
6,41,M,Asian/Pacific Islander,Suicide,2014
1,70,F,Native American/Native Alaskan,Suicide,2013
40,52,M,White,Homicide,2012
13,60,M,Black,Suicide,2013
9,61,F,White,Homicide,2012
4,33,F,Black,Suicide,2012
2,53,F,Black,Suicide,2013
1,18,F,Native American/Native Alaskan,Accidental,2012
6,81,F,White,Homicide,2014
50,28,M,Hispanic,Homicide,2014
10,19,F,Hispanic,Homicide,2014
28,23,M,Black,Suicide,2012
1,32,F,Black,Suicide,2012
46,31,M,White,Homicide,2013
18,24,F,White,Homicide,2013
1,69,M,Hispanic,Homicide,2013
1,85,M,Asian/Pacific Islander,Suicide,2012
2,25,M,Black,Undetermined,2014
7,74,M,White,Homicide,2014
5,19,M,Native American/Native Alaskan,Suicide,2014
1,78,M,Native American/Native Alaskan,Suicide,2013
6,60,F,White,Homicide,2012
1,52,F,Black,Suicide,2013
2,40,M,Asian/Pacific Islander,Suicide,2014
1,26,M,Native American/Native Alaskan,Accidental,2012
30,53,M,White,Homicide,2012
53,33,M,White,Homicide,2013
10,61,M,Black,Suicide,2013
5,82,F,White,Homicide,2014
51,27,M,Hispanic,Homicide,2014
8,20,F,Hispanic,Homicide,2014
26,24,M,Black,Suicide,2012
1,31,F,Black,Suicide,2012
48,32,M,White,Homicide,2013
15,23,F,White,Homicide,2013
1,86,M,Asian/Pacific Islander,Suicide,2012
1,17,F,Black,Undetermined,2014
10,73,M,White,Homicide,2014
5,29,M,Black,Accidental,2014
1,22,F,Black,Accidental,2014
2,79,M,Native American/Native Alaskan,Suicide,2013
2,22,M,Native American/Native Alaskan,Suicide,2014
36,54,M,White,Homicide,2012
8,62,M,Black,Suicide,2013
8,63,F,White,Homicide,2012
2,35,M,Asian/Pacific Islander,Suicide,2014
10,17,M,Black,Suicide,2012
1,87,M,Asian/Pacific Islander,Suicide,2012
4,26,F,Black,Suicide,2012
57,25,M,White,Homicide,2013
6,18,F,White,Homicide,2013
11,68,M,White,Homicide,2014
5,75,F,White,Homicide,2014
2,71,M,Hispanic,Homicide,2013
12,21,F,Hispanic,Homicide,2014
41,30,M,Hispanic,Homicide,2014
2,28,M,Black,Accidental,2014
1,31,M,Black,Undetermined,2014
4,30,F,Native American/Native Alaskan,Suicide,2014
8,21,M,Native American/Native Alaskan,Suicide,2014
13,62,F,White,Homicide,2012
1,54,F,Black,Suicide,2013
3,34,M,Asian/Pacific Islander,Suicide,2014
30,55,M,White,Homicide,2012
5,63,M,Black,Suicide,2013
20,18,M,Black,Suicide,2012
3,25,F,Black,Suicide,2012
48,26,M,White,Homicide,2013
3,17,F,White,Homicide,2013
4,76,F,White,Homicide,2014
12,67,M,White,Homicide,2014
2,72,M,Hispanic,Homicide,2013
43,29,M,Hispanic,Homicide,2014
15,22,F,Hispanic,Homicide,2014
6,27,M,Black,Accidental,2014
4,24,M,Native American/Native Alaskan,Suicide,2014
4,37,M,Asian/Pacific Islander,Suicide,2014
39,33,M,Hispanic,Homicide,2014
1,26,M,Native American/Native Alaskan,Undetermined,2012
38,56,M,White,Homicide,2012
10,64,M,Black,Suicide,2013
2,44,F,Asian/Pacific Islander,Suicide,2014
12,66,F,White,Homicide,2012
5,65,M,Black,Suicide,2013
5,77,F,White,Homicide,2014
8,70,M,White,Homicide,2014
47,32,M,Hispanic,Homicide,2014
9,23,F,Hispanic,Homicide,2014
18,19,M,Black,Suicide,2012
2,28,F,Black,Suicide,2012
56,27,M,White,Homicide,2013
12,20,F,White,Homicide,2013
3,29,M,Black,Undetermined,2014
1,67,M,Black,Accidental,2013
2,26,M,Black,Accidental,2014
22,57,M,White,Homicide,2012
1,32,F,Native American/Native Alaskan,Suicide,2014
2,23,M,Native American/Native Alaskan,Suicide,2014
1,30,M,Native American/Native Alaskan,Accidental,2012
1,25,M,Native American/Native Alaskan,Undetermined,2012
10,64,F,White,Homicide,2012
1,56,F,Black,Suicide,2013
3,36,M,Asian/Pacific Islander,Suicide,2014
9,65,F,White,Homicide,2012
9,66,M,Black,Suicide,2013
10,78,F,White,Homicide,2014
8,69,M,White,Homicide,2014
48,31,M,Hispanic,Homicide,2014
10,24,F,Hispanic,Homicide,2014
22,20,M,Black,Suicide,2012
3,27,F,Black,Suicide,2012
51,28,M,White,Homicide,2013
9,19,F,White,Homicide,2013
1,30,M,Black,Undetermined,2014
1,25,M,Black,Accidental,2014
